pathwayName	entrez	gene_symbol
Interferon gamma signaling	3661	IRF3
TICAM1-dependent activation of IRF3/IRF7	3661	IRF3
Interferon alpha/beta signaling	3661	IRF3
Interferon Signaling	3661	IRF3
TRAF3-dependent IRF activation pathway	3661	IRF3
TRAF6 mediated IRF7 activation	3661	IRF3
Negative regulators of DDX58/IFIH1 signaling	3661	IRF3
Signaling by Interleukins	3662	IRF4
Interleukin-4 and Interleukin-13 signaling	3662	IRF4
Interferon gamma signaling	3662	IRF4
Interferon alpha/beta signaling	3662	IRF4
Interferon Signaling	3662	IRF4
Interferon gamma signaling	3663	IRF5
Interferon alpha/beta signaling	3663	IRF5
Interferon Signaling	3663	IRF5
Interferon gamma signaling	3664	IRF6
Interferon alpha/beta signaling	3664	IRF6
Interferon Signaling	3664	IRF6
Toll Like Receptor 4 (TLR4) Cascade	3665	IRF7
MyD88-independent TLR4 cascade	3665	IRF7
Toll Like Receptor 9 (TLR9) Cascade	3665	IRF7
Toll Like Receptor 3 (TLR3) Cascade	3665	IRF7
Toll Like Receptor 7/8 (TLR7/8) Cascade	3665	IRF7
Toll-like Receptor Cascades	3665	IRF7
DDX58/IFIH1-mediated induction of interferon-alpha/beta	3665	IRF7
Cytosolic sensors of pathogen-associated DNA	3665	IRF7
Interferon gamma signaling	3665	IRF7
TICAM1-dependent activation of IRF3/IRF7	3665	IRF7
Interferon alpha/beta signaling	3665	IRF7
Interferon Signaling	3665	IRF7
TRAF3-dependent IRF activation pathway	3665	IRF7
TRAF6 mediated IRF7 activation	3665	IRF7
MyD88 dependent cascade initiated on endosome	3665	IRF7
PI3K Cascade	3667	IRS1
IRS-mediated signalling	3667	IRS1
PIP3 activates AKT signaling	3667	IRS1
Interleukin-7 signaling	3667	IRS1
Signaling by NTRKs	3667	IRS1
Signaling by NTRK1 (TRKA)	3667	IRS1
Negative regulation of the PI3K/AKT network	3667	IRS1
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	3667	IRS1
IGF1R signaling cascade	3667	IRS1
IRS-related events triggered by IGF1R	3667	IRS1
Signaling by Leptin	3667	IRS1
Signaling by Interleukins	3667	IRS1
Diseases of signal transduction by growth factor receptors and second messengers	3667	IRS1
RAF/MAP kinase cascade	3667	IRS1
MAPK family signaling cascades	3667	IRS1
MAPK1/MAPK3 signaling	3667	IRS1
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	3667	IRS1
Insulin receptor signalling cascade	3667	IRS1
Signaling by Insulin receptor	3667	IRS1
Intracellular signaling by second messengers	3667	IRS1
Signaling by NTRK3 (TRKC)	3667	IRS1
FLT3 Signaling	3667	IRS1
Growth hormone receptor signaling	3667	IRS1
Interferon alpha/beta signaling	3669	ISG20
Interferon Signaling	3669	ISG20
Signaling by Rho GTPases	367	AR
RHO GTPase Effectors	367	AR
SUMOylation	367	AR
SUMO E3 ligases SUMOylate target proteins	367	AR
HSP90 chaperone cycle for steroid hormone receptors (SHR)	367	AR
Nuclear Receptor transcription pathway	367	AR
SUMOylation of intracellular receptors	367	AR
RHO GTPases activate PKNs	367	AR
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	367	AR
Deubiquitination	367	AR
Ub-specific processing proteases	367	AR
Transcriptional regulation by RUNX2	367	AR
RUNX2 regulates bone development	367	AR
Peptide hormone metabolism	3670	ISL1
Signaling by ROBO receptors	3670	ISL1
Incretin synthesis, secretion, and inactivation	3670	ISL1
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	3670	ISL1
Regulation of expression of SLITs and ROBOs	3670	ISL1
Platelet degranulation	3671	ISLR
Platelet activation, signaling and aggregation	3671	ISLR
Response to elevated platelet cytosolic Ca2+	3671	ISLR
Integrin cell surface interactions	3672	ITGA1
Laminin interactions	3672	ITGA1
Semaphorin interactions	3672	ITGA1
L1CAM interactions	3672	ITGA1
Other semaphorin interactions	3672	ITGA1
Smooth Muscle Contraction	3672	ITGA1
Platelet Adhesion to exposed collagen	3672	ITGA1
Integrin cell surface interactions	3673	ITGA2
Laminin interactions	3673	ITGA2
Syndecan interactions	3673	ITGA2
Non-integrin membrane-ECM interactions	3673	ITGA2
ECM proteoglycans	3673	ITGA2
L1CAM interactions	3673	ITGA2
Signaling by MET	3673	ITGA2
Platelet Adhesion to exposed collagen	3673	ITGA2
MET activates PTK2 signaling	3673	ITGA2
MET promotes cell motility	3673	ITGA2
Platelet degranulation	3674	ITGA2B
Integrin cell surface interactions	3674	ITGA2B
ECM proteoglycans	3674	ITGA2B
Integrin signaling	3674	ITGA2B
GRB2:SOS provides linkage to MAPK signaling for Integrins	3674	ITGA2B
p130Cas linkage to MAPK signaling for integrins	3674	ITGA2B
L1CAM interactions	3674	ITGA2B
Signal transduction by L1	3674	ITGA2B
Diseases of signal transduction by growth factor receptors and second messengers	3674	ITGA2B
RAF/MAP kinase cascade	3674	ITGA2B
MAP2K and MAPK activation	3674	ITGA2B
MAPK family signaling cascades	3674	ITGA2B
MAPK1/MAPK3 signaling	3674	ITGA2B
Signaling by BRAF and RAF fusions	3674	ITGA2B
Oncogenic MAPK signaling	3674	ITGA2B
Platelet activation, signaling and aggregation	3674	ITGA2B
Response to elevated platelet cytosolic Ca2+	3674	ITGA2B
Platelet Aggregation (Plug Formation)	3674	ITGA2B
Transcriptional regulation by RUNX1	3674	ITGA2B
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	3674	ITGA2B
FLT3 Signaling	3674	ITGA2B
Cell surface interactions at the vascular wall	3675	ITGA3
Basigin interactions	3675	ITGA3
Integrin cell surface interactions	3675	ITGA3
Laminin interactions	3675	ITGA3
Signaling by MET	3675	ITGA3
MET activates PTK2 signaling	3675	ITGA3
MET promotes cell motility	3675	ITGA3
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3676	ITGA4
Cell surface interactions at the vascular wall	3676	ITGA4
Integrin cell surface interactions	3676	ITGA4
Transcriptional regulation by RUNX3	3676	ITGA4
Elastic fibre formation	3678	ITGA5
Cell surface interactions at the vascular wall	3678	ITGA5
Integrin cell surface interactions	3678	ITGA5
L1CAM interactions	3678	ITGA5
Signal transduction by L1	3678	ITGA5
Transcriptional regulation by RUNX2	3678	ITGA5
Integrin cell surface interactions	3679	ITGA7
Laminin interactions	3679	ITGA7
ECM proteoglycans	3679	ITGA7
ABC-family proteins mediated transport	368	ABCC6
Integrin cell surface interactions	3680	ITGA9
ECM proteoglycans	3680	ITGA9
L1CAM interactions	3680	ITGA9
Signal transduction by L1	3680	ITGA9
Integrin cell surface interactions	3681	ITGAD
Integrin cell surface interactions	3682	ITGAE
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3683	ITGAL
Cell surface interactions at the vascular wall	3683	ITGAL
Integrin cell surface interactions	3683	ITGAL
Neutrophil degranulation	3683	ITGAL
Transcriptional regulation by RUNX3	3683	ITGAL
Toll Like Receptor 4 (TLR4) Cascade	3684	ITGAM
Toll-like Receptor Cascades	3684	ITGAM
Cell surface interactions at the vascular wall	3684	ITGAM
Integrin cell surface interactions	3684	ITGAM
Signaling by Interleukins	3684	ITGAM
Interleukin-4 and Interleukin-13 signaling	3684	ITGAM
Neutrophil degranulation	3684	ITGAM
Antigen processing-Cross presentation	3685	ITGAV
Elastic fibre formation	3685	ITGAV
Signaling by VEGF	3685	ITGAV
Cell surface interactions at the vascular wall	3685	ITGAV
PECAM1 interactions	3685	ITGAV
Molecules associated with elastic fibres	3685	ITGAV
Integrin cell surface interactions	3685	ITGAV
Laminin interactions	3685	ITGAV
Syndecan interactions	3685	ITGAV
Non-integrin membrane-ECM interactions	3685	ITGAV
ECM proteoglycans	3685	ITGAV
L1CAM interactions	3685	ITGAV
VEGFA-VEGFR2 Pathway	3685	ITGAV
Signal transduction by L1	3685	ITGAV
Neutrophil degranulation	3685	ITGAV
Class I MHC mediated antigen processing & presentation	3685	ITGAV
Cell surface interactions at the vascular wall	3687	ITGAX
Integrin cell surface interactions	3687	ITGAX
ECM proteoglycans	3687	ITGAX
Signaling by Interleukins	3687	ITGAX
Interleukin-4 and Interleukin-13 signaling	3687	ITGAX
Neutrophil degranulation	3687	ITGAX
Elastic fibre formation	3688	ITGB1
Signaling by Rho GTPases	3688	ITGB1
RHO GTPase Effectors	3688	ITGB1
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3688	ITGB1
Cell surface interactions at the vascular wall	3688	ITGB1
Basigin interactions	3688	ITGB1
Molecules associated with elastic fibres	3688	ITGB1
Integrin cell surface interactions	3688	ITGB1
Laminin interactions	3688	ITGB1
Syndecan interactions	3688	ITGB1
Non-integrin membrane-ECM interactions	3688	ITGB1
ECM proteoglycans	3688	ITGB1
Semaphorin interactions	3688	ITGB1
L1CAM interactions	3688	ITGB1
Other semaphorin interactions	3688	ITGB1
Signal transduction by L1	3688	ITGB1
Cell-extracellular matrix interactions	3688	ITGB1
Cell junction organization	3688	ITGB1
Signaling by Interleukins	3688	ITGB1
RHO GTPases Activate Formins	3688	ITGB1
Interleukin-4 and Interleukin-13 signaling	3688	ITGB1
Signaling by MET	3688	ITGB1
Platelet Adhesion to exposed collagen	3688	ITGB1
MET activates PTK2 signaling	3688	ITGB1
MET promotes cell motility	3688	ITGB1
HCMV Infection	3688	ITGB1
HCMV Early Events	3688	ITGB1
Toll Like Receptor 4 (TLR4) Cascade	3689	ITGB2
Toll-like Receptor Cascades	3689	ITGB2
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3689	ITGB2
Cell surface interactions at the vascular wall	3689	ITGB2
Integrin cell surface interactions	3689	ITGB2
Signaling by Interleukins	3689	ITGB2
Interleukin-4 and Interleukin-13 signaling	3689	ITGB2
Neutrophil degranulation	3689	ITGB2
Diseases of signal transduction by growth factor receptors and second messengers	369	ARAF
RAF activation	369	ARAF
RAF/MAP kinase cascade	369	ARAF
MAP2K and MAPK activation	369	ARAF
Negative regulation of MAPK pathway	369	ARAF
MAPK family signaling cascades	369	ARAF
MAPK1/MAPK3 signaling	369	ARAF
Signaling by BRAF and RAF fusions	369	ARAF
Oncogenic MAPK signaling	369	ARAF
FLT3 Signaling	369	ARAF
Platelet degranulation	3690	ITGB3
Elastic fibre formation	3690	ITGB3
Signaling by VEGF	3690	ITGB3
Cell surface interactions at the vascular wall	3690	ITGB3
PECAM1 interactions	3690	ITGB3
Molecules associated with elastic fibres	3690	ITGB3
Integrin cell surface interactions	3690	ITGB3
Syndecan interactions	3690	ITGB3
Non-integrin membrane-ECM interactions	3690	ITGB3
ECM proteoglycans	3690	ITGB3
Integrin signaling	3690	ITGB3
GRB2:SOS provides linkage to MAPK signaling for Integrins	3690	ITGB3
p130Cas linkage to MAPK signaling for integrins	3690	ITGB3
L1CAM interactions	3690	ITGB3
VEGFA-VEGFR2 Pathway	3690	ITGB3
Signal transduction by L1	3690	ITGB3
Diseases of signal transduction by growth factor receptors and second messengers	3690	ITGB3
RAF/MAP kinase cascade	3690	ITGB3
MAP2K and MAPK activation	3690	ITGB3
MAPK family signaling cascades	3690	ITGB3
MAPK1/MAPK3 signaling	3690	ITGB3
Signaling by BRAF and RAF fusions	3690	ITGB3
Oncogenic MAPK signaling	3690	ITGB3
Platelet activation, signaling and aggregation	3690	ITGB3
Response to elevated platelet cytosolic Ca2+	3690	ITGB3
Platelet Aggregation (Plug Formation)	3690	ITGB3
FLT3 Signaling	3690	ITGB3
Collagen formation	3691	ITGB4
Assembly of collagen fibrils and other multimeric structures	3691	ITGB4
Laminin interactions	3691	ITGB4
Syndecan interactions	3691	ITGB4
Non-integrin membrane-ECM interactions	3691	ITGB4
Type I hemidesmosome assembly	3691	ITGB4
Cell junction organization	3691	ITGB4
Antigen processing-Cross presentation	3693	ITGB5
Elastic fibre formation	3693	ITGB5
Molecules associated with elastic fibres	3693	ITGB5
Integrin cell surface interactions	3693	ITGB5
Syndecan interactions	3693	ITGB5
Non-integrin membrane-ECM interactions	3693	ITGB5
ECM proteoglycans	3693	ITGB5
Smooth Muscle Contraction	3693	ITGB5
Class I MHC mediated antigen processing & presentation	3693	ITGB5
Elastic fibre formation	3694	ITGB6
Molecules associated with elastic fibres	3694	ITGB6
Integrin cell surface interactions	3694	ITGB6
ECM proteoglycans	3694	ITGB6
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3695	ITGB7
Integrin cell surface interactions	3695	ITGB7
Elastic fibre formation	3696	ITGB8
Molecules associated with elastic fibres	3696	ITGB8
Integrin cell surface interactions	3696	ITGB8
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	3698	ITIH2
Post-translational protein phosphorylation	3698	ITIH2
Platelet degranulation	3699	ITIH3
Platelet activation, signaling and aggregation	3699	ITIH3
Response to elevated platelet cytosolic Ca2+	3699	ITIH3
XBP1(S) activates chaperone genes	37	ACADVL
IRE1alpha activates chaperones	37	ACADVL
Unfolded Protein Response (UPR)	37	ACADVL
mitochondrial fatty acid beta-oxidation of saturated fatty acids	37	ACADVL
Mitochondrial Fatty Acid Beta-Oxidation	37	ACADVL
Fatty acid metabolism	37	ACADVL
Platelet degranulation	3700	ITIH4
Platelet activation, signaling and aggregation	3700	ITIH4
Response to elevated platelet cytosolic Ca2+	3700	ITIH4
TCR signaling	3702	ITK
Generation of second messenger molecules	3702	ITK
Fc epsilon receptor (FCERI) signaling	3702	ITK
FCERI mediated Ca+2 mobilization	3702	ITK
Asparagine N-linked glycosylation	3703	STT3A
Metabolism of nucleotides	3704	ITPA
Purine catabolism	3704	ITPA
Nucleobase catabolism	3704	ITPA
Inositol phosphate metabolism	3705	ITPK1
Synthesis of IP3 and IP4 in the cytosol	3705	ITPK1
Factors involved in megakaryocyte development and platelet production	3705	ITPK1
Inositol phosphate metabolism	3706	ITPKA
Synthesis of IP3 and IP4 in the cytosol	3706	ITPKA
Inositol phosphate metabolism	3707	ITPKB
Synthesis of IP3 and IP4 in the cytosol	3707	ITPKB
Opioid Signalling	3708	ITPR1
Effects of PIP2 hydrolysis	3708	ITPR1
Elevation of cytosolic Ca2+ levels	3708	ITPR1
DAG and IP3 signaling	3708	ITPR1
Integration of energy metabolism	3708	ITPR1
Signaling by VEGF	3708	ITPR1
Signaling by WNT	3708	ITPR1
Fcgamma receptor (FCGR) dependent phagocytosis	3708	ITPR1
Role of phospholipids in phagocytosis	3708	ITPR1
Fc epsilon receptor (FCERI) signaling	3708	ITPR1
FCERI mediated Ca+2 mobilization	3708	ITPR1
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	3708	ITPR1
Beta-catenin independent WNT signaling	3708	ITPR1
Nitric oxide stimulates guanylate cyclase	3708	ITPR1
Ca2+ pathway	3708	ITPR1
G alpha (q) signalling events	3708	ITPR1
Platelet homeostasis	3708	ITPR1
Platelet calcium homeostasis	3708	ITPR1
cGMP effects	3708	ITPR1
G alpha (i) signalling events	3708	ITPR1
Regulation of insulin secretion	3708	ITPR1
VEGFA-VEGFR2 Pathway	3708	ITPR1
VEGFR2 mediated cell proliferation	3708	ITPR1
Cardiac conduction	3708	ITPR1
Ion homeostasis	3708	ITPR1
CLEC7A (Dectin-1) induces NFAT activation	3708	ITPR1
CLEC7A (Dectin-1) signaling	3708	ITPR1
C-type lectin receptors (CLRs)	3708	ITPR1
Platelet activation, signaling and aggregation	3708	ITPR1
Intracellular signaling by second messengers	3708	ITPR1
Leishmania infection	3708	ITPR1
Anti-inflammatory response favouring Leishmania parasite infection	3708	ITPR1
Leishmania parasite growth and survival	3708	ITPR1
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	3708	ITPR1
Signaling by the B Cell Receptor (BCR)	3708	ITPR1
Opioid Signalling	3709	ITPR2
Effects of PIP2 hydrolysis	3709	ITPR2
Elevation of cytosolic Ca2+ levels	3709	ITPR2
DAG and IP3 signaling	3709	ITPR2
Integration of energy metabolism	3709	ITPR2
Signaling by VEGF	3709	ITPR2
Signaling by WNT	3709	ITPR2
Fcgamma receptor (FCGR) dependent phagocytosis	3709	ITPR2
Role of phospholipids in phagocytosis	3709	ITPR2
Fc epsilon receptor (FCERI) signaling	3709	ITPR2
FCERI mediated Ca+2 mobilization	3709	ITPR2
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	3709	ITPR2
Beta-catenin independent WNT signaling	3709	ITPR2
Ca2+ pathway	3709	ITPR2
G alpha (q) signalling events	3709	ITPR2
Platelet homeostasis	3709	ITPR2
Platelet calcium homeostasis	3709	ITPR2
G alpha (i) signalling events	3709	ITPR2
Regulation of insulin secretion	3709	ITPR2
VEGFA-VEGFR2 Pathway	3709	ITPR2
VEGFR2 mediated cell proliferation	3709	ITPR2
Cardiac conduction	3709	ITPR2
Ion homeostasis	3709	ITPR2
CLEC7A (Dectin-1) induces NFAT activation	3709	ITPR2
CLEC7A (Dectin-1) signaling	3709	ITPR2
C-type lectin receptors (CLRs)	3709	ITPR2
Platelet activation, signaling and aggregation	3709	ITPR2
Intracellular signaling by second messengers	3709	ITPR2
Leishmania infection	3709	ITPR2
Anti-inflammatory response favouring Leishmania parasite infection	3709	ITPR2
Leishmania parasite growth and survival	3709	ITPR2
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	3709	ITPR2
Signaling by the B Cell Receptor (BCR)	3709	ITPR2
Opioid Signalling	3710	ITPR3
Effects of PIP2 hydrolysis	3710	ITPR3
Elevation of cytosolic Ca2+ levels	3710	ITPR3
DAG and IP3 signaling	3710	ITPR3
Integration of energy metabolism	3710	ITPR3
Signaling by VEGF	3710	ITPR3
Signaling by WNT	3710	ITPR3
Fcgamma receptor (FCGR) dependent phagocytosis	3710	ITPR3
Role of phospholipids in phagocytosis	3710	ITPR3
Fc epsilon receptor (FCERI) signaling	3710	ITPR3
FCERI mediated Ca+2 mobilization	3710	ITPR3
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	3710	ITPR3
Beta-catenin independent WNT signaling	3710	ITPR3
Ca2+ pathway	3710	ITPR3
G alpha (q) signalling events	3710	ITPR3
Platelet homeostasis	3710	ITPR3
Platelet calcium homeostasis	3710	ITPR3
G alpha (i) signalling events	3710	ITPR3
Regulation of insulin secretion	3710	ITPR3
VEGFA-VEGFR2 Pathway	3710	ITPR3
VEGFR2 mediated cell proliferation	3710	ITPR3
Cardiac conduction	3710	ITPR3
Ion homeostasis	3710	ITPR3
CLEC7A (Dectin-1) induces NFAT activation	3710	ITPR3
CLEC7A (Dectin-1) signaling	3710	ITPR3
C-type lectin receptors (CLRs)	3710	ITPR3
Platelet activation, signaling and aggregation	3710	ITPR3
Intracellular signaling by second messengers	3710	ITPR3
Leishmania infection	3710	ITPR3
Anti-inflammatory response favouring Leishmania parasite infection	3710	ITPR3
Leishmania parasite growth and survival	3710	ITPR3
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	3710	ITPR3
Signaling by the B Cell Receptor (BCR)	3710	ITPR3
Branched-chain amino acid catabolism	3712	IVD
Metabolism of amino acids and derivatives	3712	IVD
Keratinization	3713	IVL
Formation of the cornified envelope	3713	IVL
Signaling by NOTCH	3714	JAG2
Signaling by NOTCH1	3714	JAG2
Signaling by NOTCH2	3714	JAG2
Activated NOTCH1 Transmits Signal to the Nucleus	3714	JAG2
NOTCH2 Activation and Transmission of Signal to the Nucleus	3714	JAG2
Diseases of signal transduction by growth factor receptors and second messengers	3714	JAG2
Signaling by NOTCH3	3714	JAG2
NOTCH3 Activation and Transmission of Signal to the Nucleus	3714	JAG2
Interleukin-6 signaling	3716	JAK1
MAPK3 (ERK1) activation	3716	JAK1
RAF-independent MAPK1/3 activation	3716	JAK1
ISG15 antiviral mechanism	3716	JAK1
Antiviral mechanism by IFN-stimulated genes	3716	JAK1
Interleukin-7 signaling	3716	JAK1
Interleukin-12 family signaling	3716	JAK1
Signaling by Interleukins	3716	JAK1
Other interleukin signaling	3716	JAK1
Interleukin-2 family signaling	3716	JAK1
Interleukin-3, Interleukin-5 and GM-CSF signaling	3716	JAK1
RAF/MAP kinase cascade	3716	JAK1
MAPK family signaling cascades	3716	JAK1
MAPK1/MAPK3 signaling	3716	JAK1
Interleukin-6 family signaling	3716	JAK1
Interleukin-10 signaling	3716	JAK1
Interleukin-4 and Interleukin-13 signaling	3716	JAK1
IL-6-type cytokine receptor ligand interactions	3716	JAK1
Interferon gamma signaling	3716	JAK1
Regulation of IFNG signaling	3716	JAK1
Interleukin-20 family signaling	3716	JAK1
Interleukin-15 signaling	3716	JAK1
Interleukin-35 Signalling	3716	JAK1
Interleukin-2 signaling	3716	JAK1
Interleukin-12 signaling	3716	JAK1
Interleukin-27 signaling	3716	JAK1
Interleukin-21 signaling	3716	JAK1
Interferon alpha/beta signaling	3716	JAK1
Interleukin receptor SHC signaling	3716	JAK1
Regulation of IFNA signaling	3716	JAK1
Interferon Signaling	3716	JAK1
FLT3 Signaling	3716	JAK1
Interleukin-6 signaling	3717	JAK2
MAPK3 (ERK1) activation	3717	JAK2
RAF-independent MAPK1/3 activation	3717	JAK2
Prolactin receptor signaling	3717	JAK2
Signaling by SCF-KIT	3717	JAK2
Signaling by Leptin	3717	JAK2
RMTs methylate histone arginines	3717	JAK2
Chromatin modifying enzymes	3717	JAK2
Interleukin-12 family signaling	3717	JAK2
Signaling by Interleukins	3717	JAK2
Interleukin-2 family signaling	3717	JAK2
Mitotic G1 phase and G1/S transition	3717	JAK2
Interleukin-3, Interleukin-5 and GM-CSF signaling	3717	JAK2
Diseases of signal transduction by growth factor receptors and second messengers	3717	JAK2
RAF activation	3717	JAK2
RAF/MAP kinase cascade	3717	JAK2
MAPK family signaling cascades	3717	JAK2
MAPK1/MAPK3 signaling	3717	JAK2
Interleukin-6 family signaling	3717	JAK2
Interleukin-4 and Interleukin-13 signaling	3717	JAK2
IL-6-type cytokine receptor ligand interactions	3717	JAK2
Signaling by BRAF and RAF fusions	3717	JAK2
Oncogenic MAPK signaling	3717	JAK2
Cyclin D associated events in G1	3717	JAK2
G1 Phase	3717	JAK2
Interferon gamma signaling	3717	JAK2
Regulation of IFNG signaling	3717	JAK2
Interleukin-20 family signaling	3717	JAK2
Interleukin-35 Signalling	3717	JAK2
Signaling by Erythropoietin	3717	JAK2
Interleukin-12 signaling	3717	JAK2
Interleukin-27 signaling	3717	JAK2
Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	3717	JAK2
Erythropoietin activates RAS	3717	JAK2
Interleukin receptor SHC signaling	3717	JAK2
Interferon Signaling	3717	JAK2
FLT3 Signaling	3717	JAK2
Growth hormone receptor signaling	3717	JAK2
Factors involved in megakaryocyte development and platelet production	3717	JAK2
Interleukin-7 signaling	3718	JAK3
Signaling by Interleukins	3718	JAK3
Interleukin-2 family signaling	3718	JAK3
Interleukin-3, Interleukin-5 and GM-CSF signaling	3718	JAK3
RAF/MAP kinase cascade	3718	JAK3
MAPK family signaling cascades	3718	JAK3
MAPK1/MAPK3 signaling	3718	JAK3
Interleukin-4 and Interleukin-13 signaling	3718	JAK3
Interleukin-20 family signaling	3718	JAK3
Interleukin-15 signaling	3718	JAK3
Interleukin-2 signaling	3718	JAK3
Interleukin-21 signaling	3718	JAK3
Interleukin receptor SHC signaling	3718	JAK3
FLT3 Signaling	3718	JAK3
ER to Golgi Anterograde Transport	372	ARCN1
Asparagine N-linked glycosylation	372	ARCN1
COPI-mediated anterograde transport	372	ARCN1
COPI-dependent Golgi-to-ER retrograde traffic	372	ARCN1
Intra-Golgi and retrograde Golgi-to-ER traffic	372	ARCN1
Golgi-to-ER retrograde transport	372	ARCN1
Transport to the Golgi and subsequent modification	372	ARCN1
Epigenetic regulation of gene expression	3720	JARID2
PRC2 methylates histones and DNA	3720	JARID2
PIP3 activates AKT signaling	3725	JUN
Signaling by NOTCH	3725	JUN
Toll Like Receptor 4 (TLR4) Cascade	3725	JUN
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	3725	JUN
MyD88-independent TLR4 cascade	3725	JUN
Toll Like Receptor 9 (TLR9) Cascade	3725	JUN
Toll Like Receptor 10 (TLR10) Cascade	3725	JUN
Toll Like Receptor 3 (TLR3) Cascade	3725	JUN
Toll Like Receptor 5 (TLR5) Cascade	3725	JUN
Toll Like Receptor TLR1:TLR2 Cascade	3725	JUN
Toll Like Receptor 7/8 (TLR7/8) Cascade	3725	JUN
Toll Like Receptor TLR6:TLR2 Cascade	3725	JUN
Toll-like Receptor Cascades	3725	JUN
Toll Like Receptor 2 (TLR2) Cascade	3725	JUN
Pre-NOTCH Transcription and Translation	3725	JUN
Pre-NOTCH Expression and Processing	3725	JUN
Fc epsilon receptor (FCERI) signaling	3725	JUN
Oxidative Stress Induced Senescence	3725	JUN
Senescence-Associated Secretory Phenotype (SASP)	3725	JUN
Cellular Senescence	3725	JUN
FCERI mediated MAPK activation	3725	JUN
Transcriptional Regulation by TP53	3725	JUN
Interleukin-17 signaling	3725	JUN
Signaling by Interleukins	3725	JUN
MAP kinase activation	3725	JUN
Activation of anterior HOX genes in hindbrain development during early embryogenesis	3725	JUN
Activation of HOX genes during differentiation	3725	JUN
MAPK family signaling cascades	3725	JUN
MAPK6/MAPK4 signaling	3725	JUN
TP53 Regulates Transcription of DNA Repair Genes	3725	JUN
PTEN Regulation	3725	JUN
ESR-mediated signaling	3725	JUN
Regulation of PTEN gene transcription	3725	JUN
Intracellular signaling by second messengers	3725	JUN
Signaling by Nuclear Receptors	3725	JUN
Estrogen-dependent gene expression	3725	JUN
Leishmania infection	3725	JUN
MyD88 dependent cascade initiated on endosome	3725	JUN
MyD88 cascade initiated on plasma membrane	3725	JUN
Signaling by NTRKs	3726	JUNB
Signaling by TGF-beta Receptor Complex	3726	JUNB
Signaling by NTRK1 (TRKA)	3726	JUNB
Nuclear Events (kinase and transcription factor activation)	3726	JUNB
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	3726	JUNB
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	3726	JUNB
Signaling by Interleukins	3726	JUNB
Interleukin-4 and Interleukin-13 signaling	3726	JUNB
Signaling by TGF-beta family members	3726	JUNB
Signaling by NTRKs	3727	JUND
Signaling by NTRK1 (TRKA)	3727	JUND
Nuclear Events (kinase and transcription factor activation)	3727	JUND
ESR-mediated signaling	3727	JUND
Signaling by Nuclear Receptors	3727	JUND
Estrogen-dependent gene expression	3727	JUND
Signaling by VEGF	3728	JUP
Adherens junctions interactions	3728	JUP
Cell-cell junction organization	3728	JUP
VEGFA-VEGFR2 Pathway	3728	JUP
Cell junction organization	3728	JUP
VEGFR2 mediated vascular permeability	3728	JUP
Neutrophil degranulation	3728	JUP
Keratinization	3728	JUP
Formation of the cornified envelope	3728	JUP
Signaling by FGFR	3730	ANOS1
FGFR1 ligand binding and activation	3730	ANOS1
Negative regulation of FGFR1 signaling	3730	ANOS1
Signaling by FGFR1	3730	ANOS1
Phase II - Conjugation of compounds	373156	GSTK1
Glutathione conjugation	373156	GSTK1
Biological oxidations	373156	GSTK1
Peroxisomal protein import	373156	GSTK1
Selenoamino acid metabolism	3735	KARS1
Cytosolic tRNA aminoacylation	3735	KARS1
tRNA Aminoacylation	3735	KARS1
Mitochondrial tRNA aminoacylation	3735	KARS1
Metabolism of amino acids and derivatives	3735	KARS1
Translation	3735	KARS1
Potassium Channels	3736	KCNA1
Voltage gated Potassium channels	3736	KCNA1
Potassium Channels	3737	KCNA2
Voltage gated Potassium channels	3737	KCNA2
Potassium Channels	3738	KCNA3
Voltage gated Potassium channels	3738	KCNA3
Potassium Channels	3739	KCNA4
Voltage gated Potassium channels	3739	KCNA4
PIP3 activates AKT signaling	374	AREG
Signaling by EGFR	374	AREG
GRB2 events in EGFR signaling	374	AREG
GAB1 signalosome	374	AREG
SHC1 events in EGFR signaling	374	AREG
