symbol	NCG_symbol	entrez
MSTP081	RHOB	388
RHOH6	RHOB	388
RHOC	RHOC	389
ARH9	RHOC	389
ARHC	RHOC	389
RHOH9	RHOC	389
RND3	RND3	390
ARHE	RND3	390
Rho8	RND3	390
RhoE	RND3	390
memB	RND3	390
RHOG	RHOG	391
ARHG	RHOG	391
ARHGAP1	ARHGAP1	392
CDC42GAP	ARHGAP1	392
RHOGAP	ARHGAP1	392
RHOGAP1	ARHGAP1	392
p50rhoGAP	ARHGAP1	392
ARHGAP4	ARHGAP4	393
RGC1	ARHGAP4	393
RhoGAP4	ARHGAP4	393
SrGAP4	ARHGAP4	393
p115	ARHGAP4	393
ARHGAP5	ARHGAP5	394
GFI2	ARHGAP5	394
RhoGAP5	ARHGAP5	394
p190-B	ARHGAP5	394
p190BRhoGAP	ARHGAP5	394
ARHGAP6	ARHGAP6	395
RHOGAP6	ARHGAP6	395
RHOGAPX-1	ARHGAP6	395
ARHGDIA	ARHGDIA	396
GDIA1	ARHGDIA	396
HEL-S-47e	ARHGDIA	396
NPHS8	ARHGDIA	396
RHOGDI	ARHGDIA	396
RHOGDI-1	ARHGDIA	396
ARHGDIB	ARHGDIB	397
D4	ARHGDIB	397
GDIA2	ARHGDIB	397
GDID4	ARHGDIB	397
LYGDI	ARHGDIB	397
Ly-GDI	ARHGDIB	397
RAP1GN1	ARHGDIB	397
RhoGDI2	ARHGDIB	397
ARHGDIG	ARHGDIG	398
RHOGDI-3	ARHGDIG	398
RHOH	RHOH	399
ARHH	RHOH	399
TTF	RHOH	399
ARL1	ARL1	400
ARFL1	ARL1	400
PHOX2A	PHOX2A	401
ARIX	PHOX2A	401
CFEOM2	PHOX2A	401
FEOM2	PHOX2A	401
PMX2A	PHOX2A	401
ARL2	ARL2	402
ARFL2	ARL2	402
ARL3	ARL3	403
ARFL3	ARL3	403
JBTS35	ARL3	403
RP83	ARL3	403
ARNT	ARNT	405
HIF-1-beta	ARNT	405
HIF-1beta	ARNT	405
HIF1-beta	ARNT	405
HIF1B	ARNT	405
HIF1BETA	ARNT	405
bHLHe2	ARNT	405
ARNTL	ARNTL	406
BMAL1	ARNTL	406
BMAL1c	ARNTL	406
JAP3	ARNTL	406
PASD3	ARNTL	406
bHLHe5	ARNTL	406
ARR3	ARR3	407
ARRX	ARR3	407
MYP26	ARR3	407
cArr	ARR3	407
ARRB1	ARRB1	408
ARB1	ARRB1	408
ARR1	ARRB1	408
ARRB2	ARRB2	409
ARB2	ARRB2	409
ARR2	ARRB2	409
BARR2	ARRB2	409
ARSA	ARSA	410
ASA	ARSA	410
ARSB	ARSB	411
G4S	ARSB	411
MPS6	ARSB	411
STS	STS	412
ARSC	STS	412
ARSC1	STS	412
ES	STS	412
SSDD	STS	412
XLI	STS	412
ARSD	ARSD	414
ASD	ARSD	414
ARSL	ARSL	415
ARSE	ARSL	415
ASE	ARSL	415
CDPX	ARSL	415
CDPX1	ARSL	415
CDPXR	ARSL	415
ARSF	ARSF	416
ART1	ART1	417
ART2	ART1	417
CD296	ART1	417
RT6	ART1	417
ART3	ART3	419
ARTC3	ART3	419
ART4	ART4	420
ARTC4	ART4	420
CD297	ART4	420
DO	ART4	420
DO/ART4	ART4	420
ARVCF	ARVCF	421
ASAH1	ASAH1	427
AC	ASAH1	427
ACDase	ASAH1	427
ASAH	ASAH1	427
PHP32	ASAH1	427
SMAPME	ASAH1	427
ASCL1	ASCL1	429
ASH1	ASCL1	429
HASH1	ASCL1	429
MASH1	ASCL1	429
bHLHa46	ASCL1	429
ASCL2	ASCL2	430
ASH2	ASCL2	430
HASH2	ASCL2	430
MASH2	ASCL2	430
bHLHa45	ASCL2	430
ASGR1	ASGR1	432
ASGPR	ASGR1	432
ASGPR1	ASGR1	432
CLEC4H1	ASGR1	432
ASGR2	ASGR2	433
ASGP-R2	ASGR2	433
ASGPR2	ASGR2	433
CLEC4H2	ASGR2	433
HBXBP	ASGR2	433
ASIP	ASIP	434
AGSW	ASIP	434
AGTI	ASIP	434
AGTIL	ASIP	434
SHEP9	ASIP	434
ASL	ASL	435
ASAL	ASL	435
ASMT	ASMT	438
ASMTY	ASMT	438
HIOMT	ASMT	438
HIOMTY	ASMT	438
GET3	GET3	439
ARSA-I	GET3	439
ARSA1	GET3	439
ASNA-I	GET3	439
ASNA1	GET3	439
TRC40	GET3	439
ASNS	ASNS	440
ASNSD	ASNS	440
TS11	ASNS	440
ASPA	ASPA	443
ACY2	ASPA	443
ASPH	ASPH	444
AAH	ASPH	444
BAH	ASPH	444
CASQ2BP1	ASPH	444
FDLAB	ASPH	444
HAAH	ASPH	444
JCTN	ASPH	444
junctin	ASPH	444
ASS1	ASS1	445
ASS	ASS1	445
CTLN1	ASS1	445
ASTN1	ASTN1	460
ASTN	ASTN1	460
SERPINC1	SERPINC1	462
AT3D	SERPINC1	462
ATIII	SERPINC1	462
ATIII-R2	SERPINC1	462
ATIII-T1	SERPINC1	462
ATIII-T2	SERPINC1	462
THPH7	SERPINC1	462
ZFHX3	ZFHX3	463
ATBF1	ZFHX3	463
ATBT	ZFHX3	463
C16orf47	ZFHX3	463
ZFH-3	ZFHX3	463
ZNF927	ZFHX3	463
ATF1	ATF1	466
EWS-ATF1	ATF1	466
FUS/ATF-1	ATF1	466
TREB36	ATF1	466
ATF3	ATF3	467
ATF4	ATF4	468
TAXREB67	ATF4	468
TXREB	ATF4	468
ATIC	ATIC	471
AICAR	ATIC	471
AICARFT	ATIC	471
HEL-S-70p	ATIC	471
IMPCHASE	ATIC	471
PURH	ATIC	471
ATM	ATM	472
ATA	ATM	472
ATC	ATM	472
ATE	ATM	472
TEL1	ATM	472
TELO1	ATM	472
RERE	RERE	473
ATN1L	RERE	473
DNB1	RERE	473
NEDBEH	RERE	473
ATOH1	ATOH1	474
ATH1	ATOH1	474
HATH1	ATOH1	474
MATH-1	ATOH1	474
bHLHa14	ATOH1	474
ATOX1	ATOX1	475
HAH1	ATOX1	475
ATP1A1	ATP1A1	476
CMT2DD	ATP1A1	476
HOMGSMR2	ATP1A1	476
ATP1A2	ATP1A2	477
FHM2	ATP1A2	477
MHP2	ATP1A2	477
ATP1A3	ATP1A3	478
AHC2	ATP1A3	478
CAPOS	ATP1A3	478
DYT12	ATP1A3	478
ATP12A	ATP12A	479
ATP1AL1	ATP12A	479
H-K-ATPase	ATP12A	479
HK	ATP12A	479
ATP1A4	ATP1A4	480
ATP1AL2	ATP1A4	480
ATP1B1	ATP1B1	481
ATP1B	ATP1B1	481
ATP1B2	ATP1B2	482
AMOG	ATP1B2	482
ATP1B3	ATP1B3	483
ATPB-3	ATP1B3	483
CD298	ATP1B3	483
FXYD2	FXYD2	486
ATP1G1	FXYD2	486
HOMG2	FXYD2	486
ATP2A1	ATP2A1	487
ATP2A	ATP2A1	487
SERCA1	ATP2A1	487
ATP2A2	ATP2A2	488
ATP2B	ATP2A2	488
SERCA2	ATP2A2	488
ATP2A3	ATP2A3	489
SERCA3	ATP2A3	489
ATP2B1	ATP2B1	490
PMCA1	ATP2B1	490
PMCA1kb	ATP2B1	490
ATP2B2	ATP2B2	491
PMCA2	ATP2B2	491
PMCA2a	ATP2B2	491
PMCA2i	ATP2B2	491
ATP2B3	ATP2B3	492
CFAP39	ATP2B3	492
CLA2	ATP2B3	492
OPCA	ATP2B3	492
PMCA3	ATP2B3	492
PMCA3a	ATP2B3	492
SCAX1	ATP2B3	492
ATP2B4	ATP2B4	493
MXRA1	ATP2B4	493
PMCA4	ATP2B4	493
PMCA4b	ATP2B4	493
PMCA4x	ATP2B4	493
ATP4A	ATP4A	495
ATP6A	ATP4A	495
ATP4B	ATP4B	496
ATP6B	ATP4B	496
ATP5F1A	ATP5F1A	498
ATP5A1	ATP5F1A	498
ATP5AL2	ATP5F1A	498
COXPD22	ATP5F1A	498
HEL-S-123m	ATP5F1A	498
MC5DN4	ATP5F1A	498
MOM2	ATP5F1A	498
OMR	ATP5F1A	498
hATP1	ATP5F1A	498
ALDH7A1	ALDH7A1	501
ATQ1	ALDH7A1	501
EPD	ALDH7A1	501
PDE	ALDH7A1	501
ATP5F1B	ATP5F1B	506
ATP5B	ATP5F1B	506
ATPMB	ATP5F1B	506
ATPSB	ATP5F1B	506
HEL-S-271	ATP5F1B	506
ATP5F1C	ATP5F1C	509
ATP5C	ATP5F1C	509
ATP5C1	ATP5F1C	509
ATP5CL1	ATP5F1C	509
ATP5F1D	ATP5F1D	513
ATP5D	ATP5F1D	513
MC5DN5	ATP5F1D	513
ATP5F1E	ATP5F1E	514
ATP5E	ATP5F1E	514
ATPE	ATP5F1E	514
MC5DN3	ATP5F1E	514
ATP5PB	ATP5PB	515
ATP5F1	ATP5PB	515
PIG47	ATP5PB	515
ATP5MC1	ATP5MC1	516
ATP5G	ATP5MC1	516
ATP5G1	ATP5MC1	516
ATP5MC2	ATP5MC2	517
ATP5G2	ATP5MC2	517
ATP5MC3	ATP5MC3	518
ATP5G3	ATP5MC3	518
ATP5ME	ATP5ME	521
ATP5I	ATP5ME	521
ATP5K	ATP5ME	521
ATP5PF	ATP5PF	522
ATP5	ATP5PF	522
ATP5J	ATP5PF	522
CF6	ATP5PF	522
F6	ATP5PF	522
ATP6V1A	ATP6V1A	523
ARCL2D	ATP6V1A	523
ATP6A11	ATP6V1A	523
HO68	ATP6V1A	523
IECEE3	ATP6V1A	523
VA68	ATP6V1A	523
Vma1	ATP6V1A	523
ATP6V1B1	ATP6V1B1	525
ATP6B1	ATP6V1B1	525
RTA1B	ATP6V1B1	525
VMA2	ATP6V1B1	525
ATP6V1B2	ATP6V1B2	526
ATP6B1B2	ATP6V1B2	526
ATP6B2	ATP6V1B2	526
DOOD	ATP6V1B2	526
HO57	ATP6V1B2	526
Vma2	ATP6V1B2	526
ZLS2	ATP6V1B2	526
ATP6V0C	ATP6V0C	527
ATP6L	ATP6V0C	527
ATPL	ATP6V0C	527
VATL	ATP6V0C	527
VPPC	ATP6V0C	527
Vma3	ATP6V0C	527
ATP6V1C1	ATP6V1C1	528
VATC	ATP6V1C1	528
Vma5	ATP6V1C1	528
ATP6V1E1	ATP6V1E1	529
ARCL2C	ATP6V1E1	529
ATP6E	ATP6V1E1	529
ATP6E2	ATP6V1E1	529
ATP6V1E	ATP6V1E1	529
Vma4	ATP6V1E1	529
ATP6V0B	ATP6V0B	533
ATP6F	ATP6V0B	533
HATPL	ATP6V0B	533
VMA16	ATP6V0B	533
ATP6V1G2	ATP6V1G2	534
ATP6G2	ATP6V1G2	534
NG38	ATP6V1G2	534
VMA10	ATP6V1G2	534
ATP6V0A1	ATP6V0A1	535
ATP6N1	ATP6V0A1	535
ATP6N1A	ATP6V0A1	535
VPP1	ATP6V0A1	535
a1	ATP6V0A1	535
ATP6AP1	ATP6AP1	537
16A	ATP6AP1	537
ATP6IP1	ATP6AP1	537
ATP6S1	ATP6AP1	537
Ac45	ATP6AP1	537
CF2	ATP6AP1	537
VATPS1	ATP6AP1	537
XAP-3	ATP6AP1	537
ATP7A	ATP7A	538
DSMAX	ATP7A	538
MNK	ATP7A	538
SMAX3	ATP7A	538
ATP5PO	ATP5PO	539
ATP5O	ATP5PO	539
ATPO	ATP5PO	539
HMC08D05	ATP5PO	539
ATP7B	ATP7B	540
PWD	ATP7B	540
WND	ATP7B	540
ATR	ATR	545
FCTCS	ATR	545
MEC1	ATR	545
SCKL	ATR	545
SCKL1	ATR	545
ATRX	ATRX	546
JMS	ATRX	546
MRX52	ATRX	546
RAD54	ATRX	546
XH2	ATRX	546
XNP	ATRX	546
ZNF-HX	ATRX	546
KIF1A	KIF1A	547
ATSV	KIF1A	547
C2orf20	KIF1A	547
HSN2C	KIF1A	547
MRD9	KIF1A	547
NESCAVS	KIF1A	547
SPG30	KIF1A	547
UNC104	KIF1A	547
AUH	AUH	549
AUP1	AUP1	550
AVP	AVP	551
ADH	AVP	551
ARVP-NPII	AVP	551
AVRP	AVP	551
AVPR1A	AVPR1A	552
AVPR V1a	AVPR1A	552
AVPR1	AVPR1A	552
V1aR	AVPR1A	552
AVPR1B	AVPR1B	553
AVPR3	AVPR1B	553
V1bR	AVPR1B	553
AVPR2	AVPR2	554
DI1	AVPR2	554
DIR	AVPR2	554
DIR3	AVPR2	554
NDI	AVPR2	554
V2R	AVPR2	554
AXL	AXL	558
JTK11	AXL	558
Tyro7	AXL	558
UFO	AXL	558
AZGP1	AZGP1	563
ZA2G	AZGP1	563
ZAG	AZGP1	563
AZU1	AZU1	566
AZAMP	AZU1	566
AZU	AZU1	566
CAP37	AZU1	566
HUMAZUR	AZU1	566
NAZC	AZU1	566
hHBP	AZU1	566
B2M	B2M	567
IMD43	B2M	567
BAAT	BAAT	570
BACAT	BAAT	570
BAT	BAAT	570
BACH1	BACH1	571
BACH-1	BACH1	571
BTBD24	BACH1	571
BAD	BAD	572
BBC2	BAD	572
BCL2L8	BAD	572
BAG1	BAG1	573
BAG-1	BAG1	573
RAP46	BAG1	573
ADGRB1	ADGRB1	575
BAI1	ADGRB1	575
GDAIF	ADGRB1	575
ADGRB2	ADGRB2	576
BAI2	ADGRB2	576
ADGRB3	ADGRB3	577
BAI3	ADGRB3	577
BAK1	BAK1	578
BAK	BAK1	578
BAK-LIKE	BAK1	578
BCL2L7	BAK1	578
CDN1	BAK1	578
NKX3-2	NKX3-2	579
BAPX1	NKX3-2	579
NKX3.2	NKX3-2	579
NKX3B	NKX3-2	579
SMMD	NKX3-2	579
BARD1	BARD1	580
BAX	BAX	581
BCL2L4	BAX	581
BBS1	BBS1	582
BBS2L2	BBS1	582
BBS2	BBS2	583
BBS	BBS2	583
RP74	BBS2	583
BBS4	BBS4	585
BCAT1	BCAT1	586
BCATC	BCAT1	586
BCT1	BCAT1	586
ECA39	BCAT1	586
MECA39	BCAT1	586
PNAS121	BCAT1	586
BCAT2	BCAT2	587
BCATM	BCAT2	587
BCT2	BCAT2	587
HVLI	BCAT2	587
BCHE	BCHE	590
BCHED	BCHE	590
CHE2	BCHE	590
BCKDHA	BCKDHA	593
BCKDE1A	BCKDHA	593
MSU	BCKDHA	593
MSUD1	BCKDHA	593
OVD1A	BCKDHA	593
BCKDHB	BCKDHB	594
BCKDE1B	BCKDHB	594
BCKDH E1-beta	BCKDHB	594
E1B	BCKDHB	594
CCND1	CCND1	595
BCL1	CCND1	595
D11S287E	CCND1	595
PRAD1	CCND1	595
U21B31	CCND1	595
BCL2	BCL2	596
Bcl-2	BCL2	596
PPP1R50	BCL2	596
BCL2A1	BCL2A1	597
ACC-1	BCL2A1	597
ACC-2	BCL2A1	597
BCL2L5	BCL2A1	597
BFL1	BCL2A1	597
GRS	BCL2A1	597
HBPA1	BCL2A1	597
BCL2L1	BCL2L1	598
BCL-XL/S	BCL2L1	598
BCL2L	BCL2L1	598
BCLX	BCL2L1	598
Bcl-X	BCL2L1	598
PPP1R52	BCL2L1	598
BCL2L2	BCL2L2	599
BCL-W	BCL2L2	599
BCL2-L-2	BCL2L2	599
BCLW	BCL2L2	599
PPP1R51	BCL2L2	599
BCL3	BCL3	602
BCL4	BCL3	602
D19S37	BCL3	602
BCL6	BCL6	604
BCL5A	BCL6	604
LAZ3	BCL6	604
ZBTB27	BCL6	604
ZNF51	BCL6	604
BCL7A	BCL7A	605
BCL7	BCL7A	605
BCL9	BCL9	607
TNFRSF17	TNFRSF17	608
BCM	TNFRSF17	608
BCMA	TNFRSF17	608
CD269	TNFRSF17	608
TNFRSF13A	TNFRSF17	608
HCN2	HCN2	610
BCNG-2	HCN2	610
BCNG2	HCN2	610
HAC-1	HCN2	610
OPN1SW	OPN1SW	611
BCP	OPN1SW	611
CBT	OPN1SW	611
BCR	BCR	613
ALL1	BCR	613
CML	BCR	613
D22S11	BCR	613
D22S662	BCR	613
PHL	BCR	613
BCS1L	BCS1L	617
BJS	BCS1L	617
FLNMS	BCS1L	617
GRACILE	BCS1L	617
Hs.6719	BCS1L	617
MC3DN1	BCS1L	617
PTD	BCS1L	617
h-BCS	BCS1L	617
h-BCS1	BCS1L	617
BDH1	BDH1	622
BDH	BDH1	622
SDR9C1	BDH1	622
BDKRB1	BDKRB1	623
B1BKR	BDKRB1	623
B1R	BDKRB1	623
BKB1R	BDKRB1	623
BKR1	BDKRB1	623
BRADYB1	BDKRB1	623
BDKRB2	BDKRB2	624
B2R	BDKRB2	624
BK-2	BDKRB2	624
BK2	BDKRB2	624
BKR2	BDKRB2	624
BRB2	BDKRB2	624
BDNF	BDNF	627
ANON2	BDNF	627
BULN2	BDNF	627
CFB	CFB	629
AHUS4	CFB	629
BF	CFB	629
CFABD	CFB	629
FBI12	CFB	629
GBG	CFB	629
H2-Bf	CFB	629
PBF2	CFB	629
BFSP1	BFSP1	631
CP115	BFSP1	631
CP94	BFSP1	631
CTRCT33	BFSP1	631
LIFL-H	BFSP1	631
BGLAP	BGLAP	632
OC	BGLAP	632
OCN	BGLAP	632
BGN	BGN	633
DSPG1	BGN	633
MRLS	BGN	633
PG-S1	BGN	633
SEMDX	BGN	633
SLRR1A	BGN	633
CEACAM1	CEACAM1	634
BGP1	CEACAM1	634
BGPI	CEACAM1	634
BHMT	BHMT	635
BHMT1	BHMT	635
HEL-S-61p	BHMT	635
BICD1	BICD1	636
BICD	BICD1	636
bic-D 1	BICD1	636
BID	BID	637
FP497	BID	637
BIK	BIK	638
BIP1	BIK	638
BP4	BIK	638
NBK	BIK	638
PRDM1	PRDM1	639
BLIMP1	PRDM1	639
PRDI-BF1	PRDM1	639
BLK	BLK	640
MODY11	BLK	640
BLM	BLM	641
MGRISCE1	BLM	641
RECQ2	BLM	641
BLMH	BLMH	642
CXCR5	CXCR5	643
BLR1	CXCR5	643
CD185	CXCR5	643
MDR15	CXCR5	643
BLVRA	BLVRA	644
BLVR	BLVRA	644
BVR	BLVRA	644
BVRA	BLVRA	644
BLVRB	BLVRB	645
BVRB	BLVRB	645
FLR	BLVRB	645
HEL-S-10	BLVRB	645
SDR43U1	BLVRB	645
BNC1	BNC1	646
BNC	BNC1	646
BSN1	BNC1	646
HsT19447	BNC1	646
POF16	BNC1	646
BMI1	BMI1	648
FLVI2/BMI1	BMI1	648
flvi-2/bmi-1	BMI1	648
BMP1	BMP1	649
OI13	BMP1	649
PCOLC	BMP1	649
TLD	BMP1	649
BMP2	BMP2	650
BDA2A	BMP2	650
SSFSC	BMP2	650
BMP3	BMP3	651
BMP-3A	BMP3	651
BMP4	BMP4	652
BMP2B	BMP4	652
BMP2B1	BMP4	652
MCOPS6	BMP4	652
OFC11	BMP4	652
ZYME	BMP4	652
BMP5	BMP5	653
BMP6	BMP6	654
VGR	BMP6	654
VGR1	BMP6	654
BMP7	BMP7	655
OP-1	BMP7	655
BMP8B	BMP8B	656
BMP8	BMP8B	656
OP2	BMP8B	656
BMPR1A	BMPR1A	657
ACVRLK3	BMPR1A	657
ALK3	BMPR1A	657
CD292	BMPR1A	657
SKR5	BMPR1A	657
BMPR1B	BMPR1B	658
ALK-6	BMPR1B	658
ALK6	BMPR1B	658
BDA1D	BMPR1B	658
BDA2	BMPR1B	658
CDw293	BMPR1B	658
BMPR2	BMPR2	659
BMPR-II	BMPR2	659
BMPR3	BMPR2	659
BMR2	BMPR2	659
BRK-3	BMPR2	659
POVD1	BMPR2	659
PPH1	BMPR2	659
T-ALK	BMPR2	659
BMX	BMX	660
PSCTK3	BMX	660
POLR3D	POLR3D	661
BN51T	POLR3D	661
RPC4	POLR3D	661
RPC53	POLR3D	661
TSBN51	POLR3D	661
BNIP1	BNIP1	662
SEC20	BNIP1	662
TRG-8	BNIP1	662
BNIP2	BNIP2	663
BNIP-2	BNIP2	663
NIP2	BNIP2	663
BNIP3	BNIP3	664
NIP3	BNIP3	664
BNIP3L	BNIP3L	665
BNIP3a	BNIP3L	665
NIX	BNIP3L	665
BOK	BOK	666
BCL2L9L	BOK	666
DST	DST	667
BP240	DST	667
BPA	DST	667
BPAG1	DST	667
CATX-15	DST	667
CATX15	DST	667
D6S1101	DST	667
DMH	DST	667
DT	DST	667
EBSB2	DST	667
HSAN6	DST	667
MACF2	DST	667
FOXL2	FOXL2	668
BPES	FOXL2	668
BPES1	FOXL2	668
PFRK	FOXL2	668
PINTO	FOXL2	668
POF3	FOXL2	668
BPGM	BPGM	669
DPGM	BPGM	669
ECYT8	BPGM	669
BPHL	BPHL	670
BPH-RP	BPHL	670
MCNAA	BPHL	670
VACVASE	BPHL	670
BPI	BPI	671
BPIFD1	BPI	671
rBPI	BPI	671
BRCA1	BRCA1	672
BRCAI	BRCA1	672
BROVCA1	BRCA1	672
FANCS	BRCA1	672
IRIS	BRCA1	672
PNCA4	BRCA1	672
PPP1R53	BRCA1	672
PSCP	BRCA1	672
RNF53	BRCA1	672
BRAF	BRAF	673
B-RAF1	BRAF	673
B-raf1	BRAF	673
NS7	BRAF	673
RAFB1	BRAF	673
BRCA2	BRCA2	675
BROVCA2	BRCA2	675
FANCD1	BRCA2	675
GLM3	BRCA2	675
PNCA2	BRCA2	675
XRCC11	BRCA2	675
BRDT	BRDT	676
BRD6	BRDT	676
CT9	BRDT	676
SPGF21	BRDT	676
ZFP36L1	ZFP36L1	677
Berg36	ZFP36L1	677
ERF-1	ZFP36L1	677
RNF162B	ZFP36L1	677
TIS11B	ZFP36L1	677
cMG1	ZFP36L1	677
ZFP36L2	ZFP36L2	678
ERF-2	ZFP36L2	678
ERF2	ZFP36L2	678
RNF162C	ZFP36L2	678
TIS11D	ZFP36L2	678
BRS3	BRS3	680
BB3	BRS3	680
BB3R	BRS3	680
BBR3	BRS3	680
BSG	BSG	682
5F7	BSG	682
CD147	BSG	682
EMMPRIN	BSG	682
EMPRIN	BSG	682
OK	BSG	682
TCSF	BSG	682
BST1	BST1	683
CD157	BST1	683
BST2	BST2	684
CD317	BST2	684
TETHERIN	BST2	684
BTC	BTC	685
BTD	BTD	686
KLF9	KLF9	687
BTEB	KLF9	687
BTEB1	KLF9	687
KLF5	KLF5	688
BTEB2	KLF5	688
IKLF	KLF5	688
BTF3	BTF3	689
BETA-NACa	BTF3	689
BTF3b	BTF3	689
NACB	BTF3	689
BTG1	BTG1	694
APRO2	BTG1	694
BTK	BTK	695
AGMX1	BTK	695
ATK	BTK	695
BPK	BTK	695
IGHD3	BTK	695
IMD1	BTK	695
PSCTK1	BTK	695
XLA	BTK	695
BTN1A1	BTN1A1	696
BT	BTN1A1	696
BTN	BTN1A1	696
BUB1	BUB1	699
BUB1AL	BUB1	699
hBUB1	BUB1	699
BUB1B	BUB1B	701
BUB1beta	BUB1B	701
BUBR1	BUB1B	701
Bub1A	BUB1B	701
MAD3L	BUB1B	701
MVA1	BUB1B	701
SSK1	BUB1B	701
hBUBR1	BUB1B	701
BYSL	BYSL	705
BYSTIN	BYSL	705
Enp1	BYSL	705
TSPO	TSPO	706
BPBS	TSPO	706
BZRP	TSPO	706
MBR	TSPO	706
PBR	TSPO	706
PKBS	TSPO	706
PTBR	TSPO	706
mDRC	TSPO	706
pk18	TSPO	706
C1QBP	C1QBP	708
COXPD33	C1QBP	708
GC1QBP	C1QBP	708
HABP1	C1QBP	708
SF2AP32	C1QBP	708
SF2p32	C1QBP	708
gC1Q-R	C1QBP	708
gC1qR	C1QBP	708
SERPING1	SERPING1	710
C1IN	SERPING1	710
C1INH	SERPING1	710
C1NH	SERPING1	710
HAE1	SERPING1	710
HAE2	SERPING1	710
C1QA	C1QA	712
C1QB	C1QB	713
C1QC	C1QC	714
C1Q-C	C1QC	714
C1QG	C1QC	714
C1R	C1R	715
EDSPD1	C1R	715
C1S	C1S	716
EDSPD2	C1S	716
C2	C2	717
CO2	C2	717
C3	C3	718
AHUS5	C3	718
ARMD9	C3	718
ASPa	C3	718
C3b	C3	718
CPAMD1	C3	718
HEL-S-62p	C3	718
C3AR1	C3AR1	719
AZ3B	C3AR1	719
C3AR	C3AR1	719
HNFAG09	C3AR1	719
C4A	C4A	720
C4A3	C4A	720
C4A4	C4A	720
C4A6	C4A	720
C4AD	C4A	720
C4S	C4A	720
CPAMD2	C4A	720
RG	C4A	720
C4B	C4B	721
C4B112	C4B	721
C4B2	C4B	721
C4B3	C4B	721
C4B5	C4B	721
C4BD	C4B	721
C4F	C4B	721
CH	C4B	721
CPAMD3	C4B	721
C4BPA	C4BPA	722
C4BPB	C4BPB	725
CAPN5	CAPN5	726
ADNIV	CAPN5	726
VRNI	CAPN5	726
nCL-3	CAPN5	726
C5	C5	727
C5Da	C5	727
C5b	C5	727
CPAMD4	C5	727
ECLZB	C5	727
C5AR1	C5AR1	728
C5A	C5AR1	728
C5AR	C5AR1	728
C5R1	C5AR1	728
CD88	C5AR1	728
C6	C6	729
C7	C7	730
C8A	C8A	731
C8B	C8B	732
C8G	C8G	733
C8C	C8G	733
OSGIN2	OSGIN2	734
C8orf1	OSGIN2	734
hT41	OSGIN2	734
C9	C9	735
ARMD15D	C9	735
VPS51	VPS51	738
FFR	VPS51	738
PCH13	VPS51	738
MRPL49	MRPL49	740
C11orf4	MRPL49	740
L49mt	MRPL49	740
MRP-L49	MRPL49	740
NOF	MRPL49	740
NOF1	MRPL49	740
ZNHIT2	ZNHIT2	741
FON	ZNHIT2	741
MPPED2	MPPED2	744
239FB	MPPED2	744
C11orf8	MPPED2	744
MYRF	MYRF	745
11orf9	MYRF	745
C11orf9	MYRF	745
CUGS	MYRF	745
MMERV	MYRF	745
MRF	MYRF	745
Ndt80	MYRF	745
pqn-47	MYRF	745
TMEM258	TMEM258	746
C11orf10	TMEM258	746
Kud	TMEM258	746
Kuduk	TMEM258	746
DAGLA	DAGLA	747
C11orf11	DAGLA	747
DAGL(ALPHA)LPHA	DAGLA	747
NSDDR	DAGLA	747
FMNL1	FMNL1	752
C17orf1	FMNL1	752
C17orf1B	FMNL1	752
FHOD4	FMNL1	752
FMNL	FMNL1	752
KW-13	FMNL1	752
LDLRAD4	LDLRAD4	753
C18orf1	LDLRAD4	753
PTTG1IP	PTTG1IP	754
C21orf1	PTTG1IP	754
C21orf3	PTTG1IP	754
CFAP410	CFAP410	755
C21orf2	CFAP410	755
LRRC76	CFAP410	755
RDMS	CFAP410	755
SMDAX	CFAP410	755
YF5/A2	CFAP410	755
TMEM50B	TMEM50B	757
C21orf4	TMEM50B	757
HCVP7TP3	TMEM50B	757
MPPED1	MPPED1	758
239AB	MPPED1	758
C22orf1	MPPED1	758
FAM1A	MPPED1	758
CA1	CA1	759
CA-I	CA1	759
Car1	CA1	759
HEL-S-11	CA1	759
CA2	CA2	760
CA-II	CA2	760
CAII	CA2	760
Car2	CA2	760
HEL-76	CA2	760
HEL-S-282	CA2	760
CA3	CA3	761
CAIII	CA3	761
Car3	CA3	761
CA4	CA4	762
CAIV	CA4	762
Car4	CA4	762
RP17	CA4	762
CA5A	CA5A	763
CA5D	CA5A	763
CAVA	CA5A	763
GS1-21A4.1	CA5A	763
CA6	CA6	765
CA-VI	CA6	765
GUSTIN	CA6	765
CA7	CA7	766
CA-VII	CA7	766
CAVII	CA7	766
CA8	CA8	767
CA-VIII	CA8	767
CALS	CA8	767
CAMRQ3	CA8	767
CA9	CA9	768
CAIX	CA9	768
CA11	CA11	770
CA-RP II	CA11	770
CA-XI	CA11	770
CARPX1	CA11	770
CA12	CA12	771
CA-XII	CA12	771
CAXII	CA12	771
HsT18816	CA12	771
T18816	CA12	771
CACNA1A	CACNA1A	773
APCA	CACNA1A	773
BI	CACNA1A	773
CACNL1A4	CACNA1A	773
CAV2.1	CACNA1A	773
EA2	CACNA1A	773
EIEE42	CACNA1A	773
FHM	CACNA1A	773
MHP	CACNA1A	773
MHP1	CACNA1A	773
SCA6	CACNA1A	773
CACNA1B	CACNA1B	774
BIII	CACNA1B	774
CACNL1A5	CACNA1B	774
CACNN	CACNA1B	774
Cav2.2	CACNA1B	774
